intnr;int_jahr;int_mon;mobil;az;nt;zpalter;Stib;lguelt;x1216;y1216;Bula;gkpol;BIK10;des2018;gew2018;gew2018_hr17;S1;S2_m;S2_j
54463;2017;12;0;45;0;59;4;1;NA;NA;9;7;10;0.445;2.867;5362.96275094943;1;11;1958
56246;2017;10;0;40;0;22;2;1;NA;NA;9;6;8;1.145;1.396;2611.3344961023386;2;10;1995
57022;2017;11;0;34;0;49;2;2;12000;1;9;3;4;0.802;0.515;963.3504767139716;2;6;1968
58235;2017;11;0;21;0;57;2;2;12000;1;9;3;5;0.534;0.48;897.8800559664201;2;10;1960
59547;2017;12;0;34;0;55;2;3;12300;1;9;3;3;0.421;0.215;402.175441734959;2;5;1962
60242;2017;11;0;35;0;55;2;3;12300;1;9;3;7;0.421;0.244;456.4223617829302;2;3;1962
61184;2017;11;0;35;0;37;2;1;NA;NA;9;7;10;0.728;0.44;823.0567179692184;1;7;1980
70625;2017;10;0;50;0;51;2;1;NA;NA;13;1;4;0.534;0.366;684.6335426743954;2;4;1966
73456;2017;12;0;40;0;28;2;1;NA;NA;14;4;9;0.728;0.418;781.9038820707576;1;6;1989
73855;2017;11;0;35;0;55;2;1;NA;NA;14;4;5;0.728;0.962;1799.5012788327003;2;11;1962
78018;2017;11;0;43;0;57;4;2;12000;1;16;3;8;0.296;0.44;823.0567179692184;1;6;1960
79200;2017;11;0;28;0;52;2;1;NA;NA;16;2;4;0.802;0.595;1112.9971527083749;2;7;1965
80602;2017;10;0;40;0;44;3;2;12000;1;9;4;9;1.145;0.709;1326.2436660003996;1;1;1973
80678;2017;10;0;40;1;49;2;1;NA;NA;13;3;7;0.445;0.35;654.7042074755146;2;2;1968
81148;2017;10;0;40;0;56;2;2;12000;1;13;3;4;0.728;1.474;2757.240005196882;2;4;1961
81804;2017;10;0;12;0;58;2;1;NA;NA;4;7;10;1.145;0.867;1621.7958510893463;2;9;1959
81914;2017;10;0;35;0;38;2;1;NA;NA;3;4;9;0.243;0.452;845.503719368379;2;10;1979
82155;2017;11;0;50;0;45;5;2;12000;1;8;3;3;0.728;1.047;1958.500872076754;2;10;1972
82340;2017;10;0;38;0;60;2;2;12000;1;5;6;10;0.296;0.203;379.72844033579855;2;4;1957
83101;2017;10;0;49;0;54;2;5;12345;1;16;4;5;0.534;0.575;1075.585483709774;2;1;1963
83124;2017;10;0;48;0;49;2;1;NA;NA;9;4;6;0.728;1.297;2426.146734559264;1;3;1968
83178;2017;11;0;40;0;61;2;1;NA;NA;1;1;9;0.728;0.666;1245.8085776534078;2;3;1956
83283;2017;10;0;40;1;53;5;1;NA;NA;10;3;8;1.145;1.035;1936.0538706775933;1;1;1964
83595;2017;10;0;32;0;49;2;1;NA;NA;3;6;8;0.243;0.234;437.7165272836299;1;7;1968
83727;2017;10;0;25;0;65;4;1;NA;NA;5;6;10;0.267;0.208;389.0813575854487;1;1;1952
83915;2017;11;0;40;0;61;3;2;12000;1;7;5;5;0.534;0.6;1122.3500699580252;1;7;1956
84030;2017;10;0;28;0;52;2;2;12000;1;2;7;10;0.534;0.369;690.2452930241855;2;4;1965
84148;2017;10;0;48;0;62;5;1;NA;NA;12;3;9;0.728;1.633;3054.6627737357585;1;7;1955
84165;2017;10;0;42;0;53;1;2;12000;1;6;7;10;0.572;1.772;3314.6738732760346;1;4;1964
84358;2017;10;0;45;0;60;3;1;NA;NA;11;7;10;0.296;0.397;742.6216296222267;2;5;1957
84479;2017;10;0;35;0;47;2;1;NA;NA;9;5;8;0.296;0.209;390.9519410353788;2;1;1970
84536;2017;11;0;35;0;56;2;2;12000;1;13;1;7;0.296;0.241;450.8106114331401;1;6;1961
84922;2017;10;0;40;0;62;2;1;NA;NA;5;5;5;0.728;1.04;1945.4067879272438;2;2;1955
86840;2017;11;1;35;0;23;2;2;12000;1;2;7;10;2.677;4.709;8808.577465720567;2;1;1994
96000;2017;10;1;55;0;29;2;1;NA;NA;9;7;10;0.572;0.209;390.9519410353788;1;7;1988
97098;2017;11;1;48;0;19;2;1;NA;NA;9;3;9;1.338;2.367;4427.671025984409;1;2;1998
104665;2017;11;1;50;0;57;2;2;12000;1;3;4;4;2.677;4.853;9077.941482510492;1;5;1960
104699;2018;4;1;25;0;56;1;NA;NA;NA;3;5;5;0.296;1.073;2007.136041774935;2;1;1962
105294;2017;10;1;25;0;59;2;1;NA;NA;9;1;1;0.534;0.341;637.8689564261443;2;3;1958
105350;2017;11;1;50;1;61;2;2;12000;1;9;7;10;0.728;4.842;9057.365064561263;1;3;1956
108072;2017;11;1;33;0;33;2;3;21300;0;6;4;9;0.617;1.024;1915.4774527283632;2;5;1984
111018;2017;11;1;40;1;20;2;1;NA;NA;7;1;7;0.572;0.742;1387.9729198480911;1;4;1997
111211;2017;11;1;36;0;60;1;1;NA;NA;12;1;4;0.445;0.402;751.9745468718769;2;8;1957
112562;2017;11;1;20;0;23;2;1;NA;NA;9;7;10;2.677;4.754;8892.75372096742;1;2;1994
113151;2017;10;1;46;1;46;2;1;NA;NA;8;5;8;0.728;1.095;2048.2888776733957;2;3;1971
113324;2017;10;1;42;0;52;1;1;NA;NA;9;2;7;0.382;1.217;2276.5000585648613;1;5;1965
114638;2017;11;1;40;0;22;2;1;NA;NA;9;3;3;0.382;0.3;561.1750349790126;1;9;1995
119570;2017;11;1;33;0;39;2;2;12000;1;3;1;7;1.145;4.724;8836.636217469519;2;2;1978
120236;2017;11;1;40;0;33;2;1;NA;NA;5;5;10;0.728;1.191;2227.86488886668;2;9;1984
122421;2017;11;1;55;0;49;3;1;NA;NA;5;5;10;1.145;1.237;2313.911727563462;1;9;1968
126463;2017;10;1;44;0;33;2;1;NA;NA;9;4;7;2.677;4.877;9122.835485308815;1;4;1984
129873;2017;10;1;40;0;53;1;1;NA;NA;5;4;9;0.572;1.707;3193.085949030582;1;3;1964
129906;2017;10;1;50;1;54;5;1;NA;NA;8;3;10;0.572;0.393;735.1392958225065;2;1;1963
200311;2017;10;0;45;0;50;2;1;NA;NA;2;7;10;0.572;0.388;725.7863785728563;1;5;1967
200682;2017;11;0;46;0;36;2;1;NA;NA;5;4;9;0.445;0.832;1556.3254303417948;1;4;1981
200882;2017;10;0;38;0;44;2;2;12000;1;6;4;8;0.728;0.612;1144.7970713571858;2;8;1973
201242;2017;11;0;42;0;49;2;1;NA;NA;8;4;4;0.728;0.724;1354.3024177493503;1;9;1968
201588;2017;10;0;40;0;32;2;3;12300;1;12;6;10;0.296;0.295;551.8221177293624;2;4;1985
201793;2017;10;0;50;0;63;4;2;12000;1;16;3;3;0.296;0.25;467.6458624825105;1;7;1954
202191;2017;10;0;35;0;27;2;1;NA;NA;5;4;4;0.667;2.409;4506.23553088147;2;12;1989
202376;2017;11;0;38;0;55;1;NA;NA;NA;9;6;8;0.728;1.65;3086.4626923845694;1;5;1962
202521;2017;10;0;40;0;49;1;1;NA;NA;16;3;4;1.145;2.366;4425.80044253448;1;6;1968
202699;2017;10;0;40;0;32;1;1;NA;NA;15;3;5;0.728;1.176;2199.806137117729;1;5;1985
203240;2017;10;0;40;0;53;2;1;NA;NA;8;6;8;0.572;1.154;2158.653301219268;1;12;1963
203467;2017;10;0;40;0;57;1;1;NA;NA;3;7;10;0.267;0.328;613.5513715770538;1;12;1959
203946;2017;11;0;40;0;48;2;1;NA;NA;8;4;4;0.534;0.932;1743.3837753347993;2;10;1969
203972;2017;10;0;40;0;48;2;3;12300;1;7;6;10;1.415;2.018;3774.837401958824;1;2;1969
204194;2017;10;0;45;0;35;2;1;NA;NA;14;7;10;0.802;0.642;1200.914574855087;1;10;1982
204392;2017;10;0;40;0;60;2;2;12000;1;3;6;8;0.296;0.206;385.3401906855886;1;1;1957
204458;2017;10;0;38;0;49;2;1;NA;NA;13;1;5;0.445;0.408;763.1980475714571;1;11;1967
204650;2017;11;0;40;0;34;2;1;NA;NA;8;2;7;0.572;0.495;925.9388077153708;1;1;1983
204653;2017;10;0;39;0;51;2;2;12000;1;7;3;7;0.534;0.426;796.8685496701979;2;1;1966
204796;2017;11;0;42;0;59;2;2;12000;1;8;5;10;0.296;0.428;800.6097165700579;1;5;1958
205150;2017;10;0;20;0;56;2;1;NA;NA;8;6;8;0.445;0.511;955.8681429142515;2;4;1961
205159;2017;10;0;28;0;33;2;1;NA;NA;3;3;3;1.145;1.446;2704.863668598841;2;7;1984
205271;2017;10;0;50;0;42;2;3;12300;1;9;1;4;0.243;0.205;383.4696072356586;1;8;1975
205287;2017;10;0;42;0;53;2;2;12000;1;9;3;7;0.296;0.542;1013.8562298620828;1;3;1964
205326;2017;10;0;38;0;54;1;1;NA;NA;9;6;10;1.145;2.206;4126.507090545672;2;4;1963
205354;2017;10;0;50;0;35;2;2;12000;1;5;6;8;0.296;0.488;912.8447235658604;1;3;1982
205456;2017;10;0;40;0;63;2;1;NA;NA;5;7;10;0.296;0.512;957.7387263641816;1;7;1954
205946;2017;10;0;40;0;38;2;2;12000;1;16;6;8;0.802;0.879;1644.2428524885067;2;5;1979
206520;2017;10;0;30;0;42;2;1;NA;NA;9;3;5;1.145;0.698;1305.6672480511693;2;1;1975
206556;2017;10;0;10;0;47;2;2;12000;1;3;1;5;0.382;0.387;723.9157951229263;2;2;1970
206597;2017;11;0;41;0;22;2;1;NA;NA;3;4;7;0.728;0.813;1520.7843447931239;1;4;1995
206636;2017;10;0;32;1;53;2;2;12000;1;3;1;9;0.445;0.415;776.2921317209674;1;10;1964
206970;2017;10;0;39;0;49;2;3;12300;1;5;5;10;0.802;1.565;2927.463099140515;2;3;1968
207171;2017;10;0;40;0;29;2;2;12000;1;8;3;5;0.534;2.352;4399.612274235458;2;5;1988
207414;2017;10;0;32;0;53;2;2;12000;1;14;4;7;0.534;0.918;1717.1956070357787;2;5;1964
207765;2017;11;0;20;0;53;2;1;NA;NA;5;4;4;1.145;1.558;2914.3690149910053;2;9;1964
208138;2017;11;0;50;0;29;1;NA;NA;NA;5;4;10;0.925;4.686;8765.554046372175;1;5;1988
208191;2017;11;0;65;0;39;4;1;NA;NA;3;3;3;0.728;1.768;3307.1915394763146;1;2;1978
208226;2017;11;0;40;0;61;2;1;NA;NA;12;4;10;0.534;0.275;514.4104487307616;2;11;1956
208257;2017;10;0;36;0;57;2;1;NA;NA;3;4;4;0.296;0.306;572.3985356785929;2;2;1960
208605;2017;10;0;39;0;40;2;1;NA;NA;5;7;10;0.296;0.527;985.7974781131322;2;7;1977
208702;2017;10;0;60;0;57;2;3;12300;1;5;6;8;0.534;0.405;757.5862972216671;2;3;1960
208899;2017;10;0;50;0;55;2;1;NA;NA;8;4;10;1.145;1.051;1965.9832058764741;1;3;1962
209088;2017;10;0;40;0;52;2;2;12000;1;8;7;10;0.267;0.201;375.98727343593845;2;12;1964
209175;2017;11;0;42;0;49;2;1;NA;NA;5;3;7;0.617;0.779;1457.1845074955027;1;10;1968
209276;2017;10;0;35;1;37;4;2;12300;1;14;2;7;0.572;1.029;1924.830369978013;2;1;1980
209491;2017;10;0;40;0;39;2;2;12000;1;8;3;7;0.296;0.398;744.4922130721568;1;7;1978
209738;2017;10;0;30;0;50;2;1;NA;NA;5;5;5;1.145;1.984;3711.237564661203;2;1;1967
209806;2017;10;0;46;0;51;1;2;12000;1;5;4;4;0.728;1.149;2149.3003839696185;1;1;1966
209811;2017;10;0;41;0;30;2;1;NA;NA;14;3;9;0.296;0.457;854.8566366180293;1;5;1987
210036;2017;11;0;50;0;61;2;1;NA;NA;5;7;10;0.296;0.238;445.19886108335;2;2;1956
210072;2017;10;0;50;0;49;5;2;12000;1;5;7;10;0.267;0.475;888.5271387167699;1;2;1968
210147;2017;10;0;40;0;57;2;1;12345;1;9;2;2;0.728;1.375;2572.0522436538076;1;5;1960
210153;2017;10;0;40;0;64;2;1;NA;NA;9;6;10;0.267;0.206;385.3401906855886;1;5;1953
210207;2017;10;0;10;0;74;2;1;NA;NA;8;5;10;0.728;0.848;1586.2547655406756;2;6;1943
210342;2017;11;0;40;0;55;2;1;NA;NA;6;3;7;0.534;0.328;613.5513715770538;1;9;1962
210553;2017;11;0;30;0;63;1;1;NA;NA;8;5;8;0.572;1.213;2269.017724765141;1;12;1953
210615;2017;10;0;45;0;43;2;1;NA;NA;9;1;1;1.145;0.931;1741.513191884869;1;11;1973
210621;2017;10;0;45;0;44;2;1;NA;NA;1;4;9;0.296;0.467;873.5624711173297;2;2;1973
210687;2017;10;0;32;0;53;2;2;12340;1;5;6;10;0.296;0.228;426.4930265840496;1;1;1964
210766;2017;11;0;40;0;56;2;1;NA;NA;8;3;4;0.333;0.798;1492.7255930441736;2;4;1961
210813;2017;10;0;22;1;51;2;1;NA;NA;15;6;8;0.267;0.231;432.1047769338397;2;12;1965
210974;2017;10;0;40;0;57;4;2;12000;1;6;3;3;0.534;0.694;1298.184914251449;2;10;1960
211187;2017;10;0;40;0;65;2;1;NA;NA;1;3;3;0.728;2.253;4214.424512692384;2;9;1952
211417;2017;11;0;40;0;48;2;1;NA;NA;3;6;8;0.267;0.243;454.5517783330002;2;8;1969
211585;2017;11;0;45;0;57;3;1;NA;NA;3;3;3;0.296;0.231;432.1047769338397;1;6;1960
211779;2017;11;0;40;0;48;2;2;12000;1;5;5;9;0.296;0.535;1000.7621457125725;1;7;1969
212806;2018;1;0;18;0;45;2;1;NA;NA;9;1;4;0.296;0.33;617.2925384769139;2;9;1972
213002;2017;12;0;45;0;53;3;2;12000;1;11;7;10;0.296;0.255;476.9987797321607;2;8;1964
213057;2017;11;0;40;0;42;2;NA;NA;NA;12;3;4;1.145;1.089;2037.0653769738155;2;3;1975
213711;2017;11;0;20;0;49;2;1;NA;NA;5;7;10;0.534;0.375;701.4687937237657;2;1;1968
214088;2017;12;0;44;0;47;2;2;12000;1;5;6;10;0.534;0.527;985.7974781131322;2;2;1970
214168;2017;11;0;60;0;45;2;3;12300;1;7;3;7;0.534;1.094;2046.4182942234659;1;7;1972
214304;2017;11;0;41;0;45;3;1;NA;NA;5;4;10;1.145;1.237;2313.911727563462;2;8;1972
214703;2017;11;0;38;0;59;4;3;12300;1;12;5;7;0.296;0.228;426.4930265840496;2;2;1958
215021;2017;12;0;29;0;60;2;3;12300;1;8;2;7;0.534;0.321;600.4572874275435;1;7;1957
215134;2017;12;0;46;1;56;2;2;12000;1;2;7;10;0.728;0.372;695.8570433739757;2;6;1961
215174;2017;11;0;50;0;56;2;1;NA;NA;8;4;8;0.445;0.434;811.8332172696382;1;6;1961
215299;2018;1;0;40;0;44;2;2;12000;1;2;7;10;0.445;1.611;3013.509937837298;2;8;1973
216230;2017;11;0;45;0;55;2;1;NA;NA;5;4;4;1.145;1.311;2452.3349028582847;1;5;1962
216462;2017;12;0;41;0;60;3;1;NA;NA;3;4;7;0.534;1.42;2656.2284989006594;1;8;1957
216730;2017;12;0;42;0;59;2;1;NA;NA;14;3;4;1.145;1.086;2031.4536266240257;1;8;1958
217003;2017;11;0;35;0;41;2;2;12000;1;5;6;10;0.296;0.57;1066.2325664601237;2;6;1976
217025;2017;11;0;45;0;36;2;1;NA;NA;14;7;10;0.534;0.349;652.8336240255846;1;7;1981
217030;2017;11;0;25;0;41;2;1;NA;NA;8;3;7;0.534;0.497;929.6799746152308;2;4;1976
217179;2017;11;0;42;0;58;3;3;12300;1;8;7;10;0.534;0.453;847.3743028183089;1;9;1959
217425;2017;12;0;36;0;35;1;NA;NA;NA;5;6;8;0.728;2.194;4104.060089146512;1;6;1982
217614;2017;12;0;34;0;50;2;1;NA;NA;5;4;8;0.728;0.633;1184.0793238057167;2;4;1967
218006;2018;1;0;45;0;60;2;1;NA;NA;13;2;5;0.534;0.525;982.0563112132721;2;6;1957
218177;2017;11;0;46;0;47;2;1;NA;NA;3;5;7;0.534;0.483;903.4918063162103;1;10;1970
218184;2017;11;0;35;1;60;3;1;NA;NA;3;3;9;0.728;0.909;1700.3603559864082;2;7;1957
218194;2018;1;0;40;0;62;1;1;NA;NA;5;4;7;0.296;0.557;1041.9149816110335;1;8;1955
218455;2017;12;0;45;0;69;2;2;12000;1;11;7;10;0.534;0.657;1228.9733266040375;1;5;1948
218456;2017;11;0;13;1;49;1;1;NA;NA;8;4;5;0.534;1.343;2512.193573256046;2;12;1967
218526;2018;1;0;40;0;43;2;1;NA;NA;8;2;2;1.145;2.023;3784.190319208475;1;2;1974
218577;2017;12;0;40;0;38;2;2;12000;1;9;7;10;0.534;0.248;463.9046955826504;1;9;1979
218585;2017;11;0;56;0;57;3;1;NA;NA;12;5;7;0.728;0.553;1034.4326478113132;2;9;1960
218656;2017;12;0;25;0;61;2;3;12300;1;7;1;5;0.296;0.288;538.7280335798521;2;1;1956
218886;2018;1;0;40;0;54;2;1;NA;NA;5;6;8;0.617;1.736;3247.332869078553;2;8;1963
218913;2017;11;0;50;0;48;2;1;NA;NA;5;5;5;0.534;0.554;1036.3032312612434;2;11;1969
219277;2017;11;0;45;0;49;2;2;12000;1;8;4;10;0.445;0.379;708.9511275234859;1;12;1967
219303;2017;11;0;45;0;61;2;2;12000;1;12;3;4;0.267;0.217;405.9166086348191;2;3;1956
219312;2017;11;0;70;0;64;4;1;NA;NA;9;3;7;0.421;0.516;965.2210601639017;1;1;1953
219366;2017;12;0;60;0;23;2;1;NA;NA;9;3;10;0.728;0.482;901.6212228662802;1;12;1994
219399;2018;1;0;46;0;62;3;1;NA;NA;2;7;10;0.534;0.419;783.7744655206875;1;9;1955
219551;2017;12;0;38;0;49;2;3;12300;1;1;6;8;0.728;0.777;1453.4433405956427;2;11;1968
219812;2017;11;0;45;0;56;1;1;NA;NA;6;2;7;0.534;2.483;4644.658706176295;1;11;1961
219935;2017;11;0;42;0;50;3;1;NA;NA;5;6;10;0.667;0.721;1348.6906673995602;1;12;1966
219939;2017;11;0;30;0;55;2;1;NA;NA;6;3;3;0.296;0.202;377.8578568858685;2;10;1962
220469;2018;1;0;40;0;49;1;1;NA;NA;5;6;8;0.296;0.796;1488.9844261443136;2;5;1968
220587;2017;12;0;10;0;57;6;3;12300;1;8;6;8;0.382;0.53;991.4092284629222;1;1;1960
221002;2017;11;0;28;0;60;2;1;NA;NA;2;7;10;0.534;0.392;733.2687123725764;2;10;1957
221070;2018;1;0;38;0;54;2;2;12000;1;4;7;10;0.572;0.206;385.3401906855886;1;4;1963
221085;2018;1;0;40;0;61;2;2;12000;1;9;6;10;0.296;0.202;377.8578568858685;1;11;1956
221128;2017;11;0;25;1;60;2;3;12300;1;16;5;7;0.534;0.444;830.5390517689386;2;7;1957
221487;2018;2;0;40;0;41;4;2;12000;1;12;3;3;1.145;1.748;3269.7798704777133;2;9;1976
221507;2017;11;0;35;0;57;2;2;12000;1;5;4;7;0.728;2.111;3948.8016628023192;1;7;1960
221523;2017;11;0;42;0;62;3;2;12000;1;5;5;9;0.296;0.292;546.2103673795722;2;9;1955
221621;2017;11;0;50;0;54;4;2;12000;1;8;2;7;0.534;0.812;1518.9137613431942;1;2;1963
221992;2017;11;0;45;0;57;2;NA;NA;NA;8;5;10;1.145;3.619;6769.641505296822;1;5;1960
222124;2017;12;0;40;0;56;2;1;NA;NA;11;7;10;0.296;0.208;389.0813575854487;2;2;1961
222342;2017;11;0;48;0;63;4;1;NA;NA;9;2;5;0.296;1.067;1995.9125410753547;1;2;1954
222355;2018;1;0;55;0;33;2;1;NA;NA;6;7;10;0.296;0.289;540.5986170297821;1;3;1984
222708;2017;12;0;35;0;51;3;4;12340;1;9;1;7;0.534;0.261;488.22228043174096;2;5;1966
222709;2017;12;0;27;0;37;2;1;NA;NA;9;2;9;0.296;0.365;682.7629592244654;2;11;1980
222833;2017;11;0;52;0;50;2;1;NA;NA;9;4;6;0.364;0.204;381.59902378572855;1;12;1966
222883;2017;11;0;48;0;26;2;1;NA;NA;8;4;5;0.296;0.792;1481.5020923445934;2;11;1991
223112;2017;11;0;42;0;52;2;1;NA;NA;14;6;8;1.145;0.674;1260.7732452528485;2;7;1965
223397;2017;11;0;40;0;50;2;1;NA;NA;1;1;5;0.534;0.627;1172.8558231061363;2;7;1967
224329;2018;1;0;35;0;52;1;2;12000;1;5;5;6;0.728;3.441;6436.677651209274;1;4;1965
224859;2018;1;0;40;0;38;2;1;NA;NA;7;3;9;0.445;0.492;920.3270573655807;1;12;1979
225121;2017;11;0;55;0;50;2;2;12000;1;8;3;3;0.572;0.541;1011.9856464121527;1;7;1967
225279;2017;11;0;14;0;47;3;1;NA;NA;9;1;7;0.534;0.215;402.175441734959;2;7;1970
225894;2018;1;0;48;0;53;2;1;NA;NA;14;6;8;0.445;0.622;1163.5029058564862;1;8;1964
226028;2017;12;0;38;0;51;1;2;12000;1;14;3;3;1.145;3.141;5875.502616230262;2;4;1966
226433;2017;12;0;40;0;60;3;3;12300;1;5;7;10;0.296;0.277;518.1516156306217;2;3;1957
226683;2017;11;0;41;0;59;1;1;NA;NA;3;3;3;0.445;1.837;3436.2617975214866;1;9;1958
227146;2017;12;0;45;0;55;2;1;NA;NA;9;2;5;0.728;0.251;469.51644593244055;2;8;1962
227364;2018;1;0;10;0;62;4;4;12340;1;9;2;2;0.267;0.426;796.8685496701979;1;8;1955
227599;2017;11;0;55;0;60;2;1;99999;9;7;3;9;0.243;0.298;557.4338680791525;1;1;1957
227922;2018;2;0;16;0;45;3;1;NA;NA;3;3;4;1.145;1.5;2805.8751748950626;2;12;1972
228291;2018;1;0;25;0;58;6;2;12000;1;8;7;10;0.296;0.216;404.04602518488906;2;6;1959
228571;2017;11;0;20;0;62;2;2;99999;9;3;6;8;0.534;1.009;1887.418700979412;2;8;1955
228729;2017;12;0;16;0;31;2;2;12000;1;11;7;10;1.145;4.653;8703.824792524485;1;7;1986
229271;2017;12;0;20;0;44;2;1;NA;NA;6;4;10;0.534;0.7;1309.4084149510293;2;2;1973
229704;2017;12;0;40;0;30;2;1;NA;NA;16;2;4;0.296;1.026;1919.218619628223;2;9;1987
230050;2017;11;0;45;0;58;2;2;12000;1;8;5;6;0.802;0.809;1513.3020109934039;2;4;1959
230829;2017;11;0;10;0;46;2;2;12000;1;9;7;10;0.534;0.414;774.4215482710373;2;10;1971
231198;2017;11;0;50;0;57;2;1;NA;NA;3;7;10;0.267;0.209;390.9519410353788;1;3;1960
231689;2017;11;0;35;0;46;2;1;NA;NA;3;3;3;0.296;0.351;656.5747909254446;2;9;1971
231855;2018;2;0;40;0;43;2;3;99999;9;1;4;9;0.728;0.464;867.9507207675396;2;2;1975
231941;2017;12;0;45;1;47;3;2;12000;1;3;7;10;0.534;0.336;628.5160391764941;1;2;1970
232151;2017;12;0;40;0;57;1;1;NA;NA;5;6;8;0.534;2.061;3855.2724903058165;1;7;1960
232489;2018;1;0;16;0;46;2;1;NA;NA;8;3;3;0.534;0.597;1116.738319608235;2;2;1971
232661;2017;12;0;41;0;55;3;1;NA;NA;1;1;7;1.145;0.936;1750.8661091345195;2;3;1962
232750;2017;12;0;17;1;44;3;2;12000;1;9;1;1;0.728;0.67;1253.2909114531283;2;10;1973
232916;2017;11;0;80;0;57;4;2;12000;1;8;1;5;0.296;0.309;578.0102860283829;1;12;1959
232958;2017;12;0;40;0;48;3;1;NA;NA;1;2;9;1;0.589;1101.7736520087947;2;3;1969
232991;2018;2;0;19;0;50;2;3;12300;1;10;4;5;1.145;1.177;2201.6767205676592;2;6;1967
233068;2018;2;0;35;0;34;2;1;NA;NA;3;6;8;0.296;0.257;480.7399466320208;1;12;1983
233099;2017;11;0;30;0;54;2;1;NA;NA;9;3;7;1;1.598;2989.1923529882074;2;4;1963
233806;2018;1;0;80;0;35;4;1;NA;NA;8;6;10;0.296;3.882;7261.604952628422;1;2;1982
233970;2017;12;0;40;1;54;3;1;NA;NA;11;7;10;1.145;1.627;3043.4392730361783;1;7;1963
234026;2017;11;0;42;0;53;1;1;99999;9;14;6;8;0.534;1.049;1962.242038976614;2;7;1964
234391;2017;11;0;40;0;58;2;1;NA;NA;14;3;4;1.145;1.107;2070.735879072556;2;9;1959
234441;2017;12;0;38;0;63;1;1;NA;NA;5;5;8;0.728;0.77;1440.3492564461324;1;8;1954
234604;2017;12;0;45;0;54;2;1;NA;NA;5;6;8;0.382;0.289;540.5986170297821;1;2;1963
234787;2017;11;0;50;0;37;3;3;12300;1;5;6;8;1.145;1.118;2091.3122970217873;2;7;1980
235310;2017;12;0;43;0;56;2;2;12300;1;3;4;9;0.728;0.378;707.0805440735559;2;7;1961
235491;2018;1;0;50;0;62;2;2;12300;1;5;6;10;0.296;0.203;379.72844033579855;2;11;1955
236076;2018;1;0;40;0;55;2;2;12000;1;12;6;10;0.728;0.487;910.9741401159305;2;8;1962
236230;2018;1;0;42;0;44;2;2;12000;1;15;3;7;0.572;0.563;1053.1384823106137;1;6;1973
236323;2017;11;0;45;0;45;1;1;NA;NA;16;5;7;1.145;2.475;4629.694038576854;1;12;1971
237047;2017;11;0;40;0;49;2;2;12000;1;3;5;10;0.534;0.744;1391.7140867479513;2;8;1968
237816;2017;11;0;42;0;58;3;2;12000;1;8;2;2;0.534;0.888;1661.0781035378773;1;2;1959
237839;2017;12;0;21;0;45;2;1;NA;NA;8;4;5;0.534;0.974;1821.948280231861;2;4;1972
