intnr;int_jahr;int_mon;mobil;az;nt;zpalter;Stib;lguelt;x1216;y1216;Bula;gkpol;BIK10;des2018;gew2018;gew2018_hr17;S1;S2_m;S2_j
50362;2017;11;0;40;0;47;1;1;NA;NA;8;5;7;1.415;3.231;6043.855126723965;1;2;1970
53546;2017;10;0;60;0;50;2;1;NA;NA;9;3;10;1.145;0.373;697.7276268239057;1;5;1967
53849;2017;10;0;40;1;68;5;2;12000;1;9;7;10;0.728;0.757;1416.0316715970418;2;11;1948
55038;2017;12;0;40;0;25;2;1;NA;NA;9;7;10;0.572;1.272;2379.382148311013;2;1;1992
55056;2017;10;0;10;0;19;2;NA;NA;NA;9;7;10;1.415;0.556;1040.0443981611033;1;4;1998
58272;2017;11;0;50;0;42;2;NA;NA;NA;9;2;5;1;0.963;1801.3718622826304;1;2;1975
58774;2017;11;0;60;0;36;2;2;12000;1;9;6;8;0.445;0.25;467.6458624825105;2;2;1981
60393;2017;11;0;39;0;60;2;2;99999;9;9;4;5;0.728;0.403;753.8451303218069;2;10;1957
63983;2017;11;0;40;1;26;2;1;NA;NA;9;4;10;0.728;0.801;1498.3373433939637;2;12;1990
65774;2017;10;0;35;0;30;2;1;NA;NA;11;7;10;0.382;0.384;718.3040447731361;2;10;1987
65901;2017;10;0;41;0;56;2;1;NA;NA;11;7;10;1.145;0.604;1129.8324037577454;2;4;1961
66992;2017;12;0;40;0;45;3;3;12430;0;11;7;10;0.534;0.401;750.1039634219468;1;8;1972
71217;2017;11;0;30;0;36;2;1;NA;NA;14;6;8;1.145;1.09;2038.9359604237459;2;9;1981
73514;2017;11;0;45;0;60;2;1;NA;NA;14;3;9;1.145;0.804;1503.9490937437538;1;3;1957
76898;2017;12;0;40;0;51;2;1;NA;NA;15;3;5;0.802;0.616;1152.2794051569058;1;2;1966
80680;2017;10;0;37;0;47;2;2;12000;1;13;4;4;1.145;2.072;3875.8489082550473;2;11;1969
81172;2017;11;0;30;0;57;2;1;NA;NA;8;5;7;0.296;0.289;540.5986170297821;2;11;1960
81226;2017;10;0;45;0;49;3;1;NA;NA;12;3;9;0.534;0.77;1440.3492564461324;1;6;1968
81910;2017;11;0;20;0;61;3;1;NA;NA;5;4;9;0.728;0.927;1734.030858085149;2;10;1956
82381;2017;10;0;40;0;39;2;1;NA;NA;1;1;9;0.728;0.658;1230.8439100539676;1;2;1978
82437;2017;11;0;40;0;54;1;2;12000;1;5;6;8;0.296;0.238;445.19886108335;2;4;1963
82480;2017;10;0;40;0;53;2;1;NA;NA;9;5;8;0.296;0.47;879.1742214671198;2;3;1964
83030;2017;10;0;14;1;59;5;1;NA;NA;11;7;10;0.296;0.264;493.8340307815311;2;5;1958
83270;2017;10;0;55;0;49;4;1;NA;NA;10;3;3;0.296;4.116;7699.321479912052;1;12;1967
83297;2017;10;0;40;0;59;2;1;99999;9;14;3;4;0.534;0.516;965.2210601639017;2;5;1958
83463;2017;11;0;42;0;50;2;2;12000;1;6;4;7;1.145;1.881;3518.5674693184087;1;10;1967
83688;2017;11;0;17;0;54;2;1;NA;NA;5;3;4;0.728;1.094;2046.4182942234659;1;8;1963
83787;2017;10;0;35;0;29;2;3;12300;1;8;7;10;0.572;0.532;995.1503953627823;1;2;1988
83857;2017;10;0;28;0;60;2;1;NA;NA;8;4;4;0.534;0.776;1451.5727571457126;2;2;1957
83937;2017;10;0;20;0;48;5;2;12000;1;5;6;8;0.534;0.705;1318.7613322006796;2;10;1969
84125;2017;10;0;35;0;59;2;1;NA;NA;8;3;8;1.145;1.118;2091.3122970217873;1;2;1958
84164;2017;10;0;40;0;51;1;3;12300;1;11;7;10;0.802;0.835;1561.937180691585;1;4;1966
84355;2017;10;0;20;0;62;1;2;12000;1;12;5;7;0.728;0.277;518.1516156306217;2;8;1955
84375;2017;11;0;38;0;43;2;1;NA;NA;5;6;10;0.728;0.851;1591.8665158904657;2;11;1974
84488;2017;11;0;35;0;51;2;2;12000;1;14;3;7;0.534;0.918;1717.1956070357787;2;9;1966
85448;2017;11;1;45;0;42;2;1;NA;NA;6;4;10;1.145;0.874;1634.8899352388567;2;2;1975
86336;2017;11;1;40;0;19;1;NA;NA;NA;5;6;8;0.728;4.697;8786.130464321408;1;1;1998
87061;2017;11;1;50;0;47;2;2;21000;0;2;7;10;0.445;0.302;564.9162018788727;1;5;1970
87126;2017;10;1;38;0;53;1;1;NA;NA;6;3;3;1.338;1.984;3711.237564661203;1;10;1964
88552;2017;10;1;39;0;23;2;1;NA;NA;8;3;7;2.677;3.493;6533.947990605637;2;10;1994
89013;2018;2;1;50;0;36;2;1;NA;NA;6;4;10;1.338;1.032;1930.4421203278034;1;12;1981
90891;2017;11;1;46;0;31;2;1;NA;NA;7;6;10;1.338;1.163;2175.488552268639;1;10;1986
94456;2017;11;1;39;0;64;2;1;NA;NA;7;3;9;0.267;0.672;1257.0320783529883;1;10;1953
94696;2017;10;1;40;0;59;2;1;NA;NA;8;2;2;0.445;0.508;950.2563925644613;1;12;1957
95107;2017;11;1;23;0;60;2;2;99999;9;15;4;5;2.677;2.636;4930.857974015591;2;11;1957
95416;2017;11;1;43;0;52;2;1;NA;NA;14;3;3;0.572;0.389;727.6569620227864;2;10;1965
95508;2017;11;1;40;0;26;3;1;NA;NA;5;6;10;0.728;2.398;4485.6591129322405;2;3;1991
98499;2017;11;1;48;0;56;1;1;NA;NA;9;4;9;0.267;0.898;1679.7839380371777;1;7;1961
99731;2018;2;1;55;0;45;2;2;12000;1;15;4;4;0.802;0.781;1460.9256743953629;1;4;1972
100509;2017;11;1;42;0;31;2;1;21000;0;6;4;10;0.534;0.688;1286.9614135518686;1;4;1986
102015;2017;10;1;40;0;27;2;4;12340;1;9;2;4;0.296;0.594;1111.1265692584448;2;3;1990
104905;2018;2;1;40;0;26;2;2;12000;1;16;3;5;0.267;0.476;890.3977221667;1;5;1991
105534;2017;11;1;40;0;43;2;2;12000;1;9;2;2;2.677;4.39;8211.861345192883;1;1;1974
106349;2017;11;1;27;0;39;2;NA;NA;NA;5;6;8;0.534;0.74;1384.2317529482311;2;6;1978
106352;2017;11;1;45;0;31;2;NA;NA;NA;15;4;4;0.728;1.085;2029.5830431740956;1;7;1986
108259;2017;11;1;50;0;35;4;1;NA;NA;15;3;4;1.338;2.026;3789.8020695582645;1;8;1982
108848;2017;11;1;20;0;22;2;1;NA;NA;9;6;8;2.677;3.241;6062.5609612232665;2;9;1995
112523;2017;11;1;40;0;36;2;1;NA;NA;13;5;8;0.534;0.225;420.8812762342595;1;1;1981
121539;2017;11;1;50;0;51;1;1;NA;NA;9;1;1;0.296;0.249;465.77527903258044;1;11;1966
124547;2017;10;1;20;0;23;2;NA;NA;NA;6;5;8;2.677;3.77;7052.099606236258;1;11;1993
124640;2017;11;1;60;0;29;2;1;NA;NA;11;7;10;2.677;3.397;6354.371979412352;2;12;1987
125058;2017;11;1;11;0;21;2;NA;NA;NA;5;6;8;0.728;4.681;8756.201129122526;2;7;1996
127322;2017;11;1;35;0;31;1;1;NA;NA;14;4;4;1.338;3.103;5804.420445132921;2;5;1986
129778;2017;10;1;38;0;51;2;2;12000;1;6;7;10;0.445;0.218;407.7871920847491;2;4;1966
200919;2017;10;0;70;0;54;1;1;NA;NA;6;4;7;0.296;1.376;2573.9228271037373;1;1;1963
201398;2017;10;0;40;0;44;3;2;12000;1;9;4;7;0.296;0.223;417.14010933439937;1;8;1973
201764;2017;10;0;45;0;45;2;1;NA;NA;15;1;4;1.415;1.221;2283.9823923645818;2;11;1971
201898;2017;10;0;20;0;42;2;2;12000;1;9;7;10;0.296;0.207;387.21077413551865;2;10;1975
202286;2017;10;0;35;0;51;2;3;12300;1;5;5;10;0.296;0.205;383.4696072356586;2;2;1966
202750;2017;10;0;40;1;56;1;3;12300;1;8;3;10;0.728;2.447;4577.317701978814;1;1;1961
202924;2017;10;0;45;0;62;3;1;NA;NA;16;4;6;0.534;0.332;621.0337053767739;2;4;1955
202982;2017;10;0;38;0;62;1;3;12430;0;14;3;3;0.728;1.96;3666.3435618628823;1;3;1955
203760;2017;10;0;18;1;50;2;1;99999;9;3;1;1;1.145;1.494;2794.6516741954824;2;11;1966
204569;2017;10;0;33;0;51;2;1;NA;NA;3;3;7;1;0.813;1520.7843447931239;2;10;1966
204783;2017;10;0;14;0;38;2;1;NA;NA;5;3;3;0.267;0.347;649.0924571257245;2;6;1979
205360;2017;10;0;41;0;60;3;1;NA;NA;5;5;10;0.534;0.624;1167.2440727563462;1;3;1957
205592;2017;11;0;40;0;63;3;1;NA;NA;5;4;9;0.534;0.614;1148.5382382570456;2;10;1954
205720;2017;10;0;45;0;49;2;2;12000;1;2;7;10;0.572;0.427;798.7391331201278;2;12;1967
205828;2017;10;0;55;0;46;2;1;NA;NA;9;3;3;0.572;0.359;671.539458524885;1;5;1971
206051;2017;10;0;40;0;47;1;1;NA;NA;16;1;3;0.728;1.214;2270.888308215071;1;8;1970
206217;2017;11;0;45;0;46;2;1;NA;NA;5;6;8;0.267;0.348;650.9630405756546;1;8;1971
206358;2017;11;0;30;0;60;1;1;NA;NA;5;4;7;0.296;0.825;1543.2313461922847;2;7;1957
206676;2017;10;0;45;0;52;2;1;NA;NA;5;6;8;1.415;0.746;1395.4552536478113;2;1;1965
207442;2017;11;0;39;0;61;2;1;NA;NA;5;3;7;0.296;0.257;480.7399466320208;2;3;1956
207463;2017;10;0;48;0;45;1;1;NA;NA;2;7;10;0.534;1.035;1936.0538706775933;2;6;1972
207612;2017;10;0;10;0;60;4;2;12000;1;14;7;10;0.534;0.582;1088.6795678592844;1;5;1957
207748;2017;11;0;40;0;53;2;1;NA;NA;13;1;3;0.534;0.585;1094.2913182090745;1;12;1963
207858;2017;10;0;42;0;55;2;2;12000;1;5;4;4;0.728;0.729;1363.6553349990006;2;11;1961
207988;2017;10;0;40;0;54;2;2;12000;1;9;3;3;0.267;0.602;1126.0912368578852;1;11;1962
208058;2017;10;0;30;0;46;2;2;12000;1;11;7;10;0.617;0.395;738.8804627223666;2;8;1971
208318;2017;10;0;15;0;40;2;3;12300;1;2;7;10;1.145;2.691;5033.740063761743;1;5;1977
208429;2017;11;0;30;0;61;2;1;NA;NA;4;7;10;0.572;0.92;1720.9367739356387;2;7;1956
208448;2017;10;0;50;0;58;2;1;NA;NA;15;3;3;0.534;0.481;899.7506394163502;2;1;1959
208563;2017;10;0;40;0;57;2;2;12000;1;9;4;7;0.296;0.209;390.9519410353788;2;11;1959
209136;2017;10;0;42;0;35;1;1;NA;NA;16;1;1;1.145;3.079;5759.526442334599;2;4;1982
209379;2017;10;0;50;0;52;2;1;NA;NA;9;5;8;0.728;0.463;866.0801373176095;1;4;1965
209711;2017;10;0;40;0;62;2;2;12000;1;14;3;9;1.145;0.821;1535.7490123925643;2;8;1955
209792;2017;11;0;55;0;58;2;1;NA;NA;9;7;10;0.572;0.204;381.59902378572855;1;9;1959
209915;2017;10;0;45;0;49;2;2;99999;9;9;2;7;0.382;0.263;491.96344733160106;1;1;1968
210279;2017;11;0;65;0;67;4;1;NA;NA;8;3;10;0.728;1.078;2016.4889590245853;1;3;1950
210293;2017;10;0;35;1;54;2;1;NA;NA;1;5;10;0.534;0.765;1430.996339196482;2;4;1963
210441;2017;11;0;32;0;61;2;2;12000;1;14;1;1;0.534;0.554;1036.3032312612434;1;11;1956
210549;2017;11;0;35;0;53;1;2;99999;9;3;6;7;0.296;0.204;381.59902378572855;2;10;1964
210551;2017;10;0;40;0;64;2;NA;NA;NA;9;7;10;0.296;0.205;383.4696072356586;2;10;1953
210622;2017;10;0;34;0;37;2;1;NA;NA;9;7;10;0.296;0.209;390.9519410353788;1;4;1980
210794;2017;10;0;40;0;43;2;1;NA;NA;14;3;3;0.534;0.452;845.503719368379;2;5;1974
211182;2017;10;0;40;0;58;2;1;NA;NA;16;4;5;0.296;0.407;761.3274641215271;2;1;1959
211198;2017;11;0;40;0;66;2;1;12000;1;11;7;10;1.145;0.969;1812.5953629822106;1;10;1951
211904;2017;12;0;45;0;50;2;1;NA;NA;5;5;8;0.296;0.507;948.3858091145313;2;9;1967
212377;2017;12;0;25;0;56;2;NA;NA;NA;8;6;10;0.296;0.201;375.98727343593845;2;1;1961
212541;2017;11;0;25;0;40;2;1;NA;NA;9;7;10;0.534;0.277;518.1516156306217;1;7;1977
212637;2017;12;0;40;0;51;2;2;12000;1;9;3;4;0.382;0.669;1251.4203280031982;1;1;1966
212695;2017;11;0;22;0;37;2;1;NA;NA;9;1;4;1.145;0.521;974.5739774135518;2;2;1980
212885;2017;12;0;50;0;52;2;2;12000;1;9;4;9;0.534;0.629;1176.5969900059963;1;7;1965
213290;2017;11;0;42;0;45;2;2;12000;1;16;4;6;0.296;0.302;564.9162018788727;1;5;1972
213314;2017;12;0;45;0;50;5;1;NA;NA;2;7;10;0.296;0.362;677.1512088746751;2;8;1967
213872;2018;1;0;40;0;23;2;2;12000;1;9;3;4;0.445;0.412;770.6803813711772;2;7;1994
213890;2017;12;0;30;0;50;3;2;12000;1;9;4;4;0.296;0.226;422.7518596841895;1;7;1967
214066;2017;11;0;40;0;35;5;1;NA;NA;11;7;10;1.145;1.064;1990.3007907255646;1;2;1982
214285;2017;11;0;41;0;46;3;1;NA;NA;3;2;5;0.296;0.352;658.4453743753747;1;11;1971
214309;2017;11;0;35;0;49;2;1;NA;NA;8;3;7;0.534;0.751;1404.8081708974617;2;6;1968
214476;2017;11;0;45;0;38;2;1;NA;NA;12;4;4;0.534;0.473;884.7859718169098;1;1;1979
214551;2017;11;0;40;0;64;2;1;NA;NA;5;4;4;0.728;3.703;6926.770515090945;2;9;1953
215109;2017;11;0;40;0;43;2;1;NA;NA;12;6;10;0.728;0.78;1459.0550909454328;1;2;1974
215258;2017;12;0;20;1;55;2;2;12000;1;5;4;9;0.267;0.213;398.43427483509896;1;8;1962
215365;2017;12;0;43;0;62;1;NA;NA;NA;9;3;9;0.445;1.496;2798.392841095343;1;7;1955
215850;2017;11;0;30;0;47;2;1;21000;0;9;7;10;0.296;0.204;381.59902378572855;2;5;1970
216232;2017;11;0;41;0;53;3;1;NA;NA;5;3;9;0.364;0.339;634.1277895262843;2;4;1964
216481;2017;12;0;40;0;54;2;2;12000;1;1;1;7;0.296;0.367;686.5041261243254;1;9;1963
216778;2017;11;0;39;1;48;2;2;12000;1;5;7;10;1.145;2.373;4438.89452668399;2;7;1969
216871;2017;11;0;35;0;57;2;1;NA;NA;5;3;9;0.534;0.881;1647.984019388367;1;9;1960
217000;2017;12;0;40;1;49;2;1;NA;NA;8;3;7;0.728;1.131;2115.6298818708774;2;5;1968
217029;2017;11;0;39;0;49;2;1;NA;NA;6;3;3;0.617;0.867;1621.7958510893463;2;2;1968
217196;2017;11;0;20;0;32;2;1;NA;NA;5;6;8;0.296;0.366;684.6335426743954;1;1;1985
217452;2017;11;0;38;0;63;2;1;NA;NA;5;3;9;0.534;1.044;1952.8891217269638;1;7;1954
217494;2017;11;0;45;0;43;2;1;NA;NA;1;3;7;0.296;0.365;682.7629592244654;1;11;1974
217609;2017;11;0;10;0;54;1;1;NA;NA;5;4;4;0.534;1.109;2074.4770459724164;2;4;1963
218015;2017;11;0;30;0;61;1;1;NA;NA;7;1;7;0.296;1.213;2269.017724765141;2;12;1955
218053;2018;3;0;45;0;47;3;1;NA;NA;7;1;3;0.534;0.674;1260.7732452528485;1;2;1971
218122;2017;11;0;40;0;56;2;1;NA;NA;14;3;9;0.296;0.258;482.61053008195086;1;3;1961
218250;2017;12;0;55;0;54;2;1;21000;0;5;5;8;0.267;0.223;417.14010933439937;1;4;1963
218852;2017;12;0;40;0;56;2;1;NA;NA;3;3;7;0.728;0.948;1773.3131105336797;2;8;1961
218902;2017;11;0;41;0;50;3;1;NA;NA;8;3;9;0.534;0.748;1399.1964205476716;2;7;1967
218960;2017;12;0;48;0;31;2;1;12000;1;11;7;10;0.728;0.49;916.5858904657206;1;5;1986
218978;2017;12;0;39;0;36;2;1;NA;NA;3;4;7;0.296;0.887;1659.2075200879472;2;5;1981
218981;2018;2;0;50;0;64;4;2;12300;1;5;5;6;0.534;0.593;1109.2559858085149;1;8;1953
218997;2017;11;0;24;0;52;2;1;NA;NA;7;3;7;0.296;0.205;383.4696072356586;2;9;1965
219372;2017;11;0;42;0;47;2;1;NA;NA;9;7;10;0.267;0.21;392.8225244853088;1;5;1970
219562;2018;1;0;41;0;51;1;1;NA;NA;3;6;8;0.572;0.745;1393.5846701978812;1;5;1966
219615;2017;11;0;45;0;34;2;2;12000;1;9;7;10;0.267;0.204;381.59902378572855;1;9;1983
219870;2017;12;0;39;0;61;2;1;21000;0;8;4;4;0.296;0.709;1326.2436660003996;2;11;1956
219874;2017;11;0;55;0;38;2;1;NA;NA;9;3;10;0.296;0.736;1376.7494191485107;2;9;1979
219899;2017;12;0;20;0;38;2;1;NA;NA;5;6;10;0.728;1.126;2106.2769646212273;2;11;1979
219934;2017;12;0;60;0;63;4;2;12000;1;11;7;10;0.267;0.253;473.2576128323006;1;11;1954
219976;2017;11;0;42;0;29;2;1;NA;NA;9;7;10;0.534;0.343;641.6101233260044;2;5;1988
220147;2018;2;0;40;1;54;4;3;21300;0;16;2;2;0.382;0.676;1264.5144121527085;1;4;1963
220423;2017;11;0;39;0;56;1;1;NA;NA;6;3;3;0.267;1.498;2802.134007995203;1;11;1961
220677;2017;12;0;30;0;61;2;1;NA;NA;9;2;9;0.333;0.561;1049.3973154107537;2;12;1956
220726;2017;12;0;22;0;31;2;2;12000;1;3;6;8;1.145;1.298;2428.0173180091947;2;7;1986
220787;2017;11;0;21;0;56;3;1;NA;NA;8;3;9;0.534;0.63;1178.4675734559264;2;4;1961
220791;2017;12;0;45;0;46;2;1;NA;NA;4;7;10;0.728;0.495;925.9388077153708;1;6;1971
220955;2017;12;0;43;0;54;2;1;NA;NA;8;3;7;1.145;0.914;1709.7132732360585;2;4;1963
221526;2017;11;0;40;0;59;2;2;12000;1;5;7;10;0.296;0.202;377.8578568858685;2;3;1958
221680;2017;11;0;45;0;51;2;1;NA;NA;11;7;10;0.296;0.205;383.4696072356586;1;1;1966
221771;2017;12;0;25;1;41;2;2;12000;1;8;3;9;0.534;0.499;933.4211415150909;2;2;1976
221840;2017;11;0;30;0;50;1;NA;NA;NA;9;1;1;0.534;0.565;1056.8796492104736;2;10;1967
221923;2017;11;0;20;0;60;4;1;NA;NA;5;4;8;0.534;0.575;1075.585483709774;2;12;1956
221924;2017;11;0;39;0;56;2;1;NA;NA;5;4;10;1.145;1.811;3387.626627823306;2;7;1961
221927;2017;12;0;40;0;60;2;4;12340;1;7;6;8;0.296;0.201;375.98727343593845;1;6;1957
221980;2018;1;0;30;1;54;2;2;12000;1;11;7;10;0.534;0.897;1677.9133545872476;2;6;1963
222083;2018;1;0;50;0;54;2;1;NA;NA;11;7;10;0.267;0.296;553.6927011792924;1;12;1963
222183;2017;11;0;40;0;34;2;1;NA;NA;9;7;10;0.296;1.033;1932.3127037777333;2;1;1983
222185;2018;1;0;42;0;9999;2;1;12000;1;15;6;8;0.472;0.417;780.0332986208275;1;99;1982
222348;2017;11;0;43;0;51;2;1;NA;NA;6;3;8;0.364;0.302;564.9162018788727;2;7;1966
222487;2017;11;0;40;0;51;2;1;NA;NA;5;6;8;0.728;0.67;1253.2909114531283;2;9;1966
222527;2017;12;0;48;1;33;2;2;12000;1;5;4;4;0.534;1.371;2564.569909854087;1;1;1984
222564;2017;11;0;10;0;38;2;1;NA;NA;14;7;10;0.364;0.326;609.8102046771937;2;6;1979
222577;2017;12;0;45;0;63;3;1;NA;NA;6;3;7;1.145;1.38;2581.4051609034577;1;4;1954
222612;2018;1;0;28;1;43;2;2;12000;1;5;4;4;0.364;0.485;907.2329732160704;2;3;1974
222648;2018;1;0;38;0;46;2;1;NA;NA;13;3;7;0.534;0.37;692.1158764741156;2;9;1971
222690;2018;1;0;16;0;59;2;2;12000;1;16;1;5;0.296;0.635;1187.8204907055767;2;8;1958
222842;2018;1;0;10;0;54;2;1;NA;NA;9;5;8;0.296;0.221;413.3989424345393;2;5;1963
222843;2018;1;0;55;0;9999;2;3;12300;1;9;3;5;1.145;1.119;2093.182880471717;1;99;1961
222858;2017;12;0;40;0;31;3;1;NA;NA;9;5;8;0.534;0.31;579.880869478313;2;7;1986
222977;2017;11;0;50;1;53;2;2;12000;1;9;2;3;0.728;0.614;1148.5382382570456;2;11;1964
223070;2017;12;0;40;0;37;3;1;NA;NA;5;6;8;0.421;0.391;731.3981289226465;2;2;1980
223192;2017;11;0;45;0;59;2;1;NA;NA;4;7;10;0.296;0.242;452.68119488307013;1;7;1958
223269;2017;11;0;40;0;42;2;1;NA;NA;3;6;8;0.728;1.058;1979.0772900259847;1;3;1975
223572;2017;11;0;45;0;48;2;1;NA;NA;3;3;9;0.296;0.477;892.2683056166301;1;1;1969
224050;2017;11;0;52;0;54;4;1;NA;NA;5;4;4;0.364;0.277;518.1516156306217;1;2;1963
224237;2018;1;0;25;1;59;5;1;NA;NA;5;3;3;0.534;4.171;7802.203569658205;1;2;1958
224767;2017;11;0;18;0;44;2;1;NA;NA;7;2;7;1.145;1.028;1922.9597865280832;2;4;1973
224968;2017;11;0;20;0;62;2;1;NA;NA;8;3;9;0.728;1.952;3651.3788942634415;2;11;1955
225384;2017;12;0;40;0;50;2;1;NA;NA;6;3;7;0.267;0.406;759.4568806715971;1;1;1967
226161;2017;11;0;40;0;59;2;1;NA;NA;16;1;5;1.145;1.33;2487.875988406956;1;2;1958
226210;2017;11;0;35;0;36;2;1;NA;NA;16;2;2;1.145;2.899;5422.821421347192;2;4;1981
226584;2018;1;0;40;0;43;2;1;NA;NA;9;3;5;0.267;0.208;389.0813575854487;1;4;1974
227205;2018;1;0;30;0;19;2;NA;NA;NA;12;4;10;0.802;2.21;4133.989424345393;2;7;1998
227210;2017;11;0;60;0;57;2;2;12000;1;12;3;9;0.267;0.287;536.8574501299221;2;4;1960
227914;2017;11;0;25;0;44;3;2;12000;1;5;5;10;0.534;0.639;1195.3028245052967;2;5;1973
229045;2017;12;0;41;0;39;2;1;NA;NA;15;5;7;1.145;2.578;4822.364133919647;1;3;1978
229631;2017;12;0;10;1;54;1;2;99999;9;8;2;7;1.415;3.29;6154.219550269838;1;12;1963
230083;2017;11;0;35;1;53;2;1;NA;NA;8;6;8;0.267;0.211;394.69310793523886;1;3;1964
230353;2017;12;0;21;0;49;1;1;NA;NA;9;6;8;0.728;0.87;1627.4076014391367;2;4;1968
231012;2017;12;0;35;0;52;2;1;NA;NA;8;3;3;0.728;0.854;1597.4782662402556;2;5;1965
231324;2018;1;0;40;0;63;2;1;NA;NA;8;3;4;0.728;1.127;2108.1475480711574;1;6;1954
231328;2017;12;0;40;0;44;2;1;12000;1;8;4;5;0.267;0.424;793.1273827703378;1;5;1973
231665;2017;12;0;50;0;64;2;2;99999;9;5;6;8;1.145;0.868;1623.6664345392765;2;7;1953
231824;2018;1;0;40;0;66;4;1;NA;NA;3;7;10;0.296;0.264;493.8340307815311;1;2;1951
231852;2017;11;0;45;0;47;3;2;12000;1;8;4;5;0.728;0.695;1300.055497701379;2;3;1970
232135;2017;11;0;42;0;55;2;2;12000;1;7;3;7;1.145;1.612;3015.3805212872276;1;1;1962
232655;2017;11;0;50;0;50;4;1;NA;NA;1;1;1;0.445;1.328;2484.1348215070957;1;4;1967
232758;2017;11;0;35;0;55;1;NA;NA;NA;14;7;10;1;0.897;1677.9133545872476;1;3;1962
233231;2018;2;0;38;0;54;2;2;12000;1;9;4;9;0.445;0.205;383.4696072356586;1;2;1964
233349;2017;11;0;45;0;58;3;1;NA;NA;5;6;8;0.728;0.563;1053.1384823106137;1;1;1959
233718;2018;1;0;44;0;54;2;1;NA;NA;6;6;8;0.572;0.54;1010.1150629622227;1;10;1963
233836;2017;11;0;40;0;63;2;1;NA;NA;5;4;9;0.267;0.264;493.8340307815311;2;9;1954
233895;2017;12;0;40;0;48;2;1;NA;NA;5;6;8;0.728;0.859;1606.8311834899062;1;4;1969
233966;2017;11;0;37;0;35;2;2;12000;1;10;4;7;1.145;1.779;3327.767957425545;1;3;1982
234639;2018;1;0;45;0;62;2;1;NA;NA;3;3;9;0.296;0.751;1404.8081708974617;2;3;1955
