intnr;int_jahr;int_mon;mobil;az;nt;zpalter;Stib;lguelt;x1216;y1216;Bula;gkpol;BIK10;des2018;gew2018;gew2018_hr17;S1;S2_m;S2_j
62537;2017;11;0;60;0;58;2;2;12000;1;9;5;8;0.728;0.47;879.1742214671198;1;5;1959
66383;2017;11;0;38;0;43;2;1;NA;NA;11;7;10;0.296;0.482;901.6212228662802;1;2;1974
69331;2017;11;0;40;0;54;2;2;12000;1;12;3;3;0.534;0.321;600.4572874275435;2;12;1962
69920;2017;11;0;40;0;34;2;2;12000;1;13;5;8;1.145;2.169;4057.295502898261;2;5;1983
72131;2017;12;0;38;0;58;2;NA;NA;NA;14;2;4;0.728;1.293;2418.664400759544;2;8;1959
76053;2017;12;0;35;0;35;2;1;NA;NA;15;3;7;0.534;0.782;1462.796257845293;2;5;1982
79125;2017;11;0;48;0;57;2;2;12000;1;16;4;4;0.728;0.54;1010.1150629622227;2;10;1960
81219;2017;10;0;38;0;58;2;3;12300;1;3;3;7;0.296;0.341;637.8689564261443;2;8;1959
81703;2017;10;0;17;0;60;1;3;12300;1;8;6;10;0.728;0.533;997.0209788127124;2;10;1957
81959;2017;10;0;50;0;58;2;3;12300;1;9;7;10;0.296;0.207;387.21077413551865;2;2;1959
82187;2017;10;0;40;0;57;2;1;NA;NA;15;4;4;0.572;1.009;1887.418700979412;1;3;1960
82541;2017;10;0;47;0;46;2;NA;NA;NA;11;7;10;0.728;0.508;950.2563925644613;1;3;1971
82614;2017;10;0;70;0;55;3;2;12000;1;5;6;10;0.534;0.439;821.1861345192884;1;12;1961
82715;2017;10;0;36;0;62;2;2;12000;1;14;3;5;0.296;0.251;469.51644593244055;2;8;1955
82864;2017;11;0;50;0;50;2;2;12000;1;3;2;7;0.802;1.211;2265.276557865281;1;10;1967
82941;2017;10;0;38;0;61;2;2;12000;1;5;7;10;0.728;0.68;1271.9967459524285;2;11;1955
83751;2017;10;0;37;0;38;2;1;21000;0;2;7;10;0.728;0.495;925.9388077153708;1;8;1979
84011;2017;10;0;40;0;58;2;2;12000;1;6;5;8;0.572;0.313;585.4926198281032;1;3;1959
84194;2017;10;0;52;0;33;3;1;NA;NA;5;3;7;0.296;0.879;1644.2428524885067;1;3;1984
84304;2017;10;0;30;1;52;4;1;NA;NA;8;3;7;0.802;0.936;1750.8661091345195;2;1;1965
84311;2017;10;0;20;0;37;2;1;NA;NA;5;5;8;1.145;1.587;2968.615935038976;2;10;1980
84651;2017;10;0;48;0;49;1;1;NA;NA;9;2;7;0.296;0.372;695.8570433739757;1;7;1968
84698;2017;10;0;20;0;59;2;1;NA;NA;8;4;9;0.728;0.946;1769.5719436338195;2;2;1958
84880;2017;10;0;42;1;29;2;1;NA;NA;10;3;7;0.728;4.742;8870.306719568258;1;4;1988
85217;2017;10;1;42;0;56;2;1;NA;NA;14;2;2;0.534;0.43;804.350883469918;2;1;1961
95877;2018;2;1;50;0;46;2;2;12000;1;10;4;8;0.728;1.653;3092.0744427343598;2;3;1971
101544;2018;1;1;40;0;34;2;1;NA;NA;8;7;10;0.445;0.311;581.7514529282431;1;12;1983
102239;2017;10;1;40;0;28;2;1;NA;NA;9;6;8;2.677;1.509;2822.710425944433;1;7;1989
105282;2017;11;1;84;1;47;2;1;NA;NA;3;4;9;0.534;0.431;806.2214669198481;1;9;1970
113472;2017;11;1;45;0;36;4;1;NA;NA;13;6;8;0.572;0.569;1064.3619830101939;2;7;1981
115115;2017;11;1;45;0;34;2;1;NA;NA;5;6;10;0.572;1.516;2835.8045100939435;1;10;1983
118300;2017;11;1;47;0;47;2;1;NA;NA;12;6;10;0.802;0.861;1610.5723503897661;1;9;1970
118528;2017;11;1;38;0;49;2;1;NA;NA;6;3;3;1.145;1.235;2310.170560663602;1;2;1968
122669;2018;2;1;60;0;29;1;1;NA;NA;8;3;10;2.677;4.86;9091.035566660004;1;11;1988
123612;2017;11;1;40;0;41;2;1;NA;NA;5;7;10;2.677;4.732;8851.60088506896;1;4;1976
127260;2017;11;1;80;0;53;4;NA;NA;NA;8;3;9;0.243;0.697;1303.7966646012392;1;9;1964
129696;2017;11;1;40;0;31;2;1;NA;NA;9;7;10;1.338;0.74;1384.2317529482311;2;3;1986
129764;2017;10;1;40;0;34;2;2;12000;1;14;3;3;0.534;0.887;1659.2075200879472;1;8;1983
129887;2017;10;1;40;0;31;2;1;NA;NA;7;3;10;0.728;0.705;1318.7613322006796;1;1;1986
129994;2017;10;1;41;0;47;3;1;NA;NA;5;4;4;1.145;1.469;2747.887087947232;2;5;1970
130176;2017;10;1;39;0;37;2;1;NA;NA;3;4;4;0.802;0.687;1285.090830101939;1;4;1980
201354;2017;10;0;43;0;49;1;1;NA;NA;9;1;7;1.145;3.268;6113.066714371376;2;2;1968
201400;2017;10;0;45;0;36;2;2;12000;1;9;6;8;0.267;0.204;381.59902378572855;1;3;1981
202425;2017;11;0;20;0;38;2;1;NA;NA;9;3;3;0.728;0.474;886.6565552668399;2;6;1979
202975;2017;10;0;30;0;38;2;NA;NA;NA;8;6;10;1.145;2.792;5222.668992204677;2;3;1979
203830;2017;10;0;20;0;35;1;1;NA;NA;5;4;9;0.534;2.526;4725.093794523286;2;10;1982
203930;2017;10;0;40;0;41;2;3;12300;1;14;5;6;1.145;1.627;3043.4392730361783;2;7;1976
204492;2017;11;0;35;0;53;2;NA;NA;NA;11;7;10;0.267;0.327;611.6807881271237;1;11;1964
204657;2017;12;0;43;0;58;2;1;NA;NA;1;1;1;0.267;0.413;772.5509648211073;2;5;1959
205038;2017;11;0;45;0;59;2;2;12000;1;1;3;10;0.728;0.783;1464.6668412952229;2;12;1957
205392;2017;10;0;42;0;55;2;3;12300;1;14;7;10;0.534;0.766;1432.8669226464124;2;3;1962
205477;2017;12;0;25;0;49;2;3;12300;1;8;5;10;0.534;0.426;796.8685496701979;2;10;1968
205521;2017;10;0;40;0;40;2;1;NA;NA;5;4;4;0.728;1.12;2095.053463921647;1;7;1977
206291;2017;11;0;50;0;52;2;1;NA;NA;14;3;7;0.534;0.49;916.5858904657206;1;5;1965
206634;2017;10;0;46;0;38;3;1;12000;1;5;4;7;0.728;1.244;2327.0058117129724;2;4;1979
207113;2017;10;0;20;1;58;2;1;NA;NA;16;3;3;0.534;0.294;549.9515342794323;2;8;1959
207247;2017;10;0;30;0;59;4;NA;NA;NA;8;2;7;0.534;1.281;2396.2173993603838;1;1;1958
207289;2017;10;0;40;0;55;2;2;12000;1;5;6;10;0.617;0.497;929.6799746152308;2;1;1962
207514;2017;10;0;40;0;62;1;1;NA;NA;16;6;8;0.572;1.344;2514.0641567059765;1;7;1955
207534;2017;11;0;50;0;36;4;1;NA;NA;2;7;10;1.145;1.556;2910.6278480911456;1;12;1980
208011;2017;10;0;50;0;49;2;1;NA;NA;3;3;3;0.728;0.685;1281.349663202079;1;5;1968
208312;2017;10;0;60;0;51;3;3;12300;1;2;7;10;0.534;0.278;520.0221990805517;2;11;1965
208378;2017;10;0;40;0;58;1;NA;NA;NA;10;4;4;0.728;1.389;2598.2404119528283;2;8;1959
208591;2017;10;0;40;0;56;3;2;12000;1;8;4;10;0.32;0.272;508.7986983809715;1;12;1960
208672;2017;10;0;50;0;45;2;2;12000;1;5;7;10;1;2.092;3913.2605772536476;1;6;1972
208693;2017;10;0;12;1;52;2;2;12000;1;10;4;7;1.145;1.512;2828.3221762942235;2;3;1965
208747;2017;11;0;39;0;53;2;1;NA;NA;11;7;10;0.534;0.851;1591.8665158904657;1;5;1964
208780;2017;10;0;55;0;59;2;1;NA;NA;14;7;10;0.534;0.417;780.0332986208275;2;12;1957
208782;2017;10;0;32;0;50;2;2;12000;1;8;5;8;0.534;0.44;823.0567179692184;2;8;1967
208821;2017;10;0;40;0;60;1;1;NA;NA;5;6;8;0.296;0.665;1243.937994203478;1;10;1957
208986;2017;10;0;40;0;47;2;1;21000;0;6;4;10;0.296;0.208;389.0813575854487;1;8;1970
209038;2017;10;0;24;0;53;2;2;12000;1;9;7;10;0.296;0.208;389.0813575854487;2;8;1964
209194;2017;11;0;50;0;37;2;3;12300;1;13;1;1;0.728;0.89;1664.8192704377373;1;5;1980
209262;2017;10;0;43;0;54;2;2;12000;1;5;6;8;0.802;2.246;4201.330428542874;1;6;1963
209282;2017;10;0;35;1;44;4;1;NA;NA;11;7;10;0.534;0.476;890.3977221667;1;3;1973
209492;2017;10;0;30;0;51;2;1;NA;NA;8;3;7;0.728;0.646;1208.396908654807;2;12;1965
209523;2017;11;0;21;0;61;3;1;NA;NA;5;6;8;0.296;0.205;383.4696072356586;2;1;1956
209757;2017;10;0;39;0;37;2;1;NA;NA;9;5;8;0.728;0.499;933.4211415150909;1;12;1979
210080;2017;10;0;45;0;58;2;2;12000;1;13;3;3;0.534;0.585;1094.2913182090745;1;10;1959
210192;2018;1;0;19;0;52;2;1;NA;NA;5;5;6;0.534;0.781;1460.9256743953629;2;3;1965
210406;2017;11;0;40;0;55;3;1;NA;NA;5;4;7;0.534;0.429;802.4803000199879;2;11;1962
210439;2017;10;0;40;0;77;5;2;12000;1;9;4;10;0.296;0.23;430.2341934839097;1;5;1940
210522;2017;10;0;38;1;52;1;1;NA;NA;8;6;10;0.296;0.216;404.04602518488906;1;10;1965
210682;2017;11;0;35;1;63;4;1;12000;1;5;4;7;0.728;1.933;3615.837808714771;1;3;1954
210683;2017;10;0;50;0;52;1;NA;NA;NA;7;1;1;0.572;2.009;3758.0021509094545;1;6;1965
210834;2017;10;0;40;0;61;2;1;NA;NA;8;2;7;0.728;1.944;3636.4142266640015;2;7;1956
211019;2017;10;0;55;1;50;4;2;12000;1;8;3;3;1;2.246;4201.330428542874;1;12;1966
211028;2017;10;0;20;0;60;1;NA;NA;NA;9;7;10;1.145;1.039;1943.5362044773133;2;4;1957
211031;2017;10;0;40;0;38;3;1;NA;NA;3;2;7;0.296;0.319;596.7161205276834;1;6;1979
211035;2017;11;0;40;0;51;3;2;12000;1;9;3;5;0.296;0.614;1148.5382382570456;1;2;1966
211160;2017;10;0;16;0;72;2;2;12000;1;6;4;7;0.296;0.498;931.5505580651609;2;11;1944
211169;2017;11;0;39;0;59;2;1;NA;NA;1;3;3;0.296;0.211;394.69310793523886;1;5;1958
211239;2017;11;0;36;0;43;3;2;12000;1;6;3;4;1;1.002;1874.3246168299022;1;11;1974
211907;2017;12;0;20;0;44;3;1;NA;NA;5;4;7;0.534;0.526;983.9268946632021;2;9;1973
211916;2018;1;0;40;0;56;1;1;NA;NA;5;4;5;0.534;0.982;1836.9129478313012;2;8;1961
211923;2018;1;0;42;0;38;2;2;12000;1;5;4;4;0.364;0.472;882.9153883669798;1;6;1979
212165;2017;12;0;45;0;39;2;1;NA;NA;6;3;3;0.728;0.834;1560.066597241655;2;7;1978
212240;2017;12;0;50;0;25;5;1;NA;NA;7;6;8;0.728;1.706;3191.2153655806515;2;3;1992
212294;2017;12;0;40;0;49;2;1;NA;NA;8;4;10;0.296;0.367;686.5041261243254;2;5;1968
212307;2017;11;0;40;0;53;2;3;12300;1;8;3;10;1.145;1.081;2022.1007093743754;1;7;1964
212624;2017;12;0;30;1;47;2;2;12000;1;9;3;9;0.445;0.46;860.4683869678194;2;8;1970
212683;2018;2;0;60;0;61;2;1;NA;NA;9;3;5;0.421;0.307;574.2691191285228;1;6;1956
212823;2018;1;0;30;0;57;2;1;NA;NA;9;2;2;0.534;0.458;856.7272200679593;2;10;1960
213285;2018;1;0;45;0;58;2;1;NA;NA;16;3;7;0.296;0.246;460.16352868279034;2;7;1959
213453;2017;11;0;41;0;35;2;1;NA;NA;5;3;7;0.534;0.758;1417.9022550469717;1;6;1982
213692;2017;12;0;39;0;49;2;1;NA;NA;1;2;2;0.296;0.655;1225.2321597041773;2;9;1968
213901;2017;12;0;24;1;55;2;1;NA;NA;9;3;3;0.296;0.24;448.94002798321003;2;12;1962
214332;2017;11;0;41;1;21;2;1;NA;NA;5;3;3;0.728;3.302;6176.666551668998;2;3;1996
214614;2017;11;0;30;0;64;4;1;NA;NA;16;4;4;0.296;0.686;1283.2202466520089;1;1;1953
214856;2017;12;0;38;0;43;2;2;12000;1;5;4;9;0.296;0.881;1647.984019388367;2;4;1974
215139;2017;12;0;30;0;54;2;1;NA;NA;2;7;10;1.145;1.982;3707.4963977613434;1;7;1963
215355;2017;12;0;30;0;63;2;1;NA;NA;7;3;7;0.296;0.372;695.8570433739757;2;5;1954
215665;2017;11;0;46;0;46;2;2;12000;1;5;6;8;0.445;0.49;916.5858904657206;1;4;1971
215906;2017;11;0;42;0;59;2;1;NA;NA;3;3;3;0.333;0.223;417.14010933439937;1;4;1958
216029;2018;1;0;37;0;23;2;1;NA;NA;5;4;4;1.415;2.896;5417.209670997401;1;11;1994
216236;2017;12;0;25;1;52;2;1;NA;NA;5;6;8;0.296;0.206;385.3401906855886;2;7;1965
216248;2017;12;0;12;0;58;4;1;NA;NA;11;7;10;0.534;0.523;978.3151443134119;2;12;1959
216383;2017;11;0;22;1;41;2;1;NA;NA;1;1;5;0.534;0.58;1084.9384009594244;2;9;1976
216413;2017;12;0;40;0;53;2;2;12300;1;11;7;10;0.534;0.447;836.1508021187287;1;1;1964
216415;2017;11;0;38;0;31;2;1;NA;NA;11;7;10;0.728;0.425;794.9979662202678;2;9;1986
216513;2017;11;0;40;0;50;3;1;12000;1;5;4;7;0.382;0.528;987.6680615630622;1;4;1967
216543;2017;11;0;45;0;56;2;2;12000;1;14;2;5;0.572;0.448;838.0213855686588;1;4;1961
217181;2017;12;0;32;0;41;2;1;NA;NA;8;6;8;0.534;1.419;2654.3579154507297;2;7;1976
217336;2017;11;0;35;0;65;2;2;12000;1;9;1;4;0.296;0.244;456.4223617829302;1;11;1952
217450;2017;11;0;10;0;31;2;1;NA;NA;5;7;10;1.145;1.522;2847.0280107935237;2;9;1986
217642;2017;12;0;38;0;60;2;1;NA;NA;5;7;10;1.145;0.922;1724.6779408354987;2;1;1957
217696;2017;11;0;37;0;56;1;1;NA;NA;15;6;8;0.534;0.422;789.3862158704777;1;6;1961
218031;2017;11;0;31;0;46;2;1;NA;NA;12;4;5;0.728;0.742;1387.9729198480911;2;9;1971
218584;2017;12;0;45;0;35;2;1;NA;NA;5;7;10;0.296;0.484;905.3623897661403;2;4;1982
218897;2017;11;0;30;0;58;2;2;12000;1;14;3;5;0.728;1.258;2353.1939800119926;2;2;1959
219139;2017;12;0;50;0;59;4;2;12000;1;9;2;2;0.296;1.028;1922.9597865280832;1;5;1958
219163;2017;12;0;17;0;39;2;2;12000;1;9;3;7;0.534;0.357;667.7982916250251;2;6;1978
219379;2017;11;0;41;0;54;3;1;NA;NA;7;1;5;0.534;0.302;564.9162018788727;1;9;1963
219575;2018;1;0;43;0;61;2;1;NA;NA;5;7;10;0.296;0.205;383.4696072356586;2;7;1956
219715;2017;11;0;55;0;38;2;2;12000;1;5;7;10;0.534;0.646;1208.396908654807;1;9;1979
219948;2017;11;0;50;0;57;2;1;NA;NA;16;5;6;1.145;0.831;1554.4548468918647;1;6;1960
220500;2017;11;0;40;0;54;2;1;NA;NA;6;4;10;0.445;0.285;533.1162832300619;2;7;1963
220674;2018;3;0;20;0;46;4;1;NA;NA;9;4;5;0.534;4.887;9141.541319808113;1;10;1971
220813;2017;11;0;40;0;56;3;1;NA;NA;16;1;4;0.728;0.597;1116.738319608235;1;9;1961
220826;2018;1;0;45;0;46;5;1;NA;NA;13;6;8;1.145;1.226;2293.3353096142314;1;7;1971
220867;2017;12;0;38;0;51;2;2;12000;1;2;7;10;0.534;0.819;1532.0078454927043;2;3;1966
221053;2017;12;0;70;0;63;3;1;NA;NA;8;4;5;0.445;0.397;742.6216296222267;2;5;1954
221080;2017;12;0;30;0;45;3;2;12000;1;5;6;8;0.534;0.458;856.7272200679593;2;7;1972
221206;2017;11;0;45;0;32;2;1;NA;NA;5;6;8;0.534;0.798;1492.7255930441736;1;1;1985
221603;2017;11;0;35;0;51;2;1;NA;NA;9;6;10;0.728;0.208;389.0813575854487;2;12;1965
221787;2017;11;0;39;0;61;2;1;NA;NA;6;4;7;0.572;0.499;933.4211415150909;1;5;1956
221798;2017;11;0;25;0;59;2;NA;NA;NA;8;4;8;1.145;1.314;2457.946653208075;2;1;1958
221854;2017;12;0;38;0;67;2;1;12000;1;6;4;9;0.243;0.251;469.51644593244055;2;5;1950
222066;2017;11;0;45;0;39;3;1;NA;NA;3;4;5;0.445;0.358;669.668875074955;1;9;1978
222209;2018;2;0;50;0;62;3;1;NA;NA;12;4;4;0.296;0.262;490.092863881671;2;6;1955
222244;2017;12;0;40;0;40;2;2;12000;1;2;7;10;0.267;0.206;385.3401906855886;1;3;1977
222261;2017;12;0;12;1;61;2;1;NA;NA;5;3;3;0.534;0.523;978.3151443134119;2;8;1956
222359;2017;11;0;39;0;55;2;2;12000;1;3;3;7;0.802;0.998;1866.8422830301818;2;3;1962
222376;2017;12;0;27;0;49;2;3;12300;1;8;3;7;0.728;0.613;1146.6676548071157;2;2;1968
222490;2017;11;0;45;0;35;2;2;12000;1;5;5;5;0.572;0.791;1479.6315088946633;1;5;1982
222585;2017;11;0;40;0;50;1;2;12000;1;15;3;3;1.145;2.779;5198.351407355586;2;5;1967
222717;2017;12;0;42;0;25;2;2;12000;1;9;6;8;0.364;0.205;383.4696072356586;1;1;1992
222720;2017;11;0;60;0;28;2;1;NA;NA;9;4;8;0.572;0.258;482.61053008195086;1;1;1989
222964;2017;12;0;45;0;42;2;2;12000;1;8;3;5;0.296;0.514;961.4798932640416;1;8;1975
223044;2018;1;0;45;0;45;2;2;12000;1;5;6;10;0.728;0.851;1591.8665158904657;1;1;1973
223046;2017;12;0;35;0;48;7;1;NA;NA;6;4;9;0.802;1.265;2366.288064161503;2;8;1969
223183;2017;11;0;33;0;54;2;1;NA;NA;5;7;10;0.296;0.201;375.98727343593845;2;10;1963
223230;2017;12;0;50;1;54;4;2;12000;1;3;1;5;0.445;0.359;671.539458524885;1;12;1963
223255;2017;12;0;50;0;58;2;2;12000;1;9;7;10;0.534;0.292;546.2103673795722;1;12;1959
223289;2017;12;0;42;0;28;2;1;NA;NA;7;6;8;1.145;0.967;1808.8541960823504;1;6;1989
223465;2017;11;0;38;0;48;2;1;NA;NA;1;1;9;0.534;0.34;635.9983729762142;2;4;1969
223516;2017;12;0;40;0;51;2;2;12000;1;2;7;10;1.145;0.585;1094.2913182090745;2;9;1966
224602;2017;11;0;40;0;54;1;1;NA;NA;6;3;10;1.145;4.756;8896.49488786728;1;2;1963
224938;2017;12;0;35;0;60;1;1;NA;NA;8;3;3;1.415;4.274;7994.873665001;1;11;1957
225022;2017;11;0;23;0;47;3;3;12300;1;8;6;10;1.145;0.821;1535.7490123925643;2;3;1970
225742;2018;1;0;52;0;42;3;1;NA;NA;12;3;3;0.534;0.955;1786.40719468319;1;4;1975
225878;2017;12;0;45;0;56;2;4;12340;1;13;1;1;0.445;1.287;2407.440900059964;1;10;1961
225909;2017;11;0;40;0;53;1;2;12000;1;14;3;4;0.445;0.593;1109.2559858085149;2;4;1964
226113;2018;1;0;40;0;35;2;1;NA;NA;15;3;7;0.572;0.838;1567.548931041375;2;7;1982
226240;2017;11;0;12;0;69;5;2;12000;1;1;1;9;0.296;0.271;506.9281149310414;1;10;1948
226525;2017;12;0;50;0;41;2;1;NA;NA;5;7;10;1.145;4.792;8963.83589206476;1;2;1976
226761;2017;12;0;40;1;64;2;1;NA;NA;3;4;9;0.534;1.463;2736.663587247652;2;4;1953
227026;2017;11;0;26;0;44;2;1;NA;NA;1;4;10;0.534;1.111;2078.2182128722766;2;3;1973
227336;2017;11;0;40;0;55;2;1;NA;NA;9;2;9;1.145;0.868;1623.6664345392765;1;11;1962
228574;2017;12;0;50;0;65;2;1;NA;NA;8;4;5;0.296;0.25;467.6458624825105;1;8;1952
228681;2017;12;0;40;0;40;2;1;NA;NA;5;5;6;0.534;1.244;2327.0058117129724;1;9;1977
229114;2017;12;0;15;0;54;2;1;NA;NA;5;3;7;1.145;0.995;1861.230532680392;2;1;1963
229921;2018;2;0;50;0;54;3;2;12000;1;1;2;9;0.728;0.238;445.19886108335;1;3;1963
230086;2018;2;0;50;0;55;3;1;NA;NA;8;3;4;0.534;0.455;851.1154697181692;2;4;1962
231368;2017;11;0;15;0;62;2;1;NA;NA;3;5;8;0.728;0.855;1599.348849690186;2;12;1954
232037;2017;11;0;38;0;50;2;2;99999;9;2;7;10;0.267;0.425;794.9979662202678;1;8;1967
232982;2018;1;0;22;0;57;3;1;NA;NA;10;4;8;1.415;0.762;1425.3845888466922;2;1;1961
233195;2018;1;0;13;1;49;2;2;12000;1;9;6;8;0.445;0.231;432.1047769338397;2;8;1968
233489;2017;11;0;45;0;51;2;4;12345;1;9;3;10;0.267;0.206;385.3401906855886;1;1;1966
233936;2017;11;0;40;0;58;2;1;NA;NA;6;7;10;0.728;0.726;1358.0435846492105;2;11;1959
234171;2017;12;0;38;0;55;1;1;NA;NA;3;5;10;0.296;1.035;1936.0538706775933;1;1;1962
234298;2018;2;0;20;0;52;2;1;NA;NA;1;4;9;0.534;0.488;912.8447235658604;2;6;1965
234528;2018;1;0;40;0;64;3;2;12000;1;15;3;7;0.534;0.471;881.0448049170496;1;8;1953
234618;2017;12;0;39;0;36;2;1;NA;NA;1;4;6;0.296;0.328;613.5513715770538;2;9;1981
234924;2017;11;0;20;0;58;2;1;NA;NA;6;3;8;0.421;0.496;927.8093911653008;2;9;1959
235121;2018;1;0;40;0;52;2;1;NA;NA;3;4;9;0.534;0.476;890.3977221667;1;5;1965
235545;2017;12;0;30;0;49;2;1;12000;1;3;6;8;1.145;0.996;1863.1011161303218;1;4;1968
236140;2017;11;0;60;0;60;4;3;12300;1;9;7;10;0.382;0.236;441.4576941834899;2;9;1957
236192;2017;11;0;33;0;42;2;1;NA;NA;9;2;7;1.145;1.105;2066.9947121726964;2;8;1975
236249;2017;11;0;30;0;34;2;1;NA;NA;11;7;10;1.145;0.595;1112.9971527083749;2;3;1983
236477;2017;12;0;24;1;65;2;1;NA;NA;6;6;8;0.572;0.638;1193.4322410553668;1;8;1952
236520;2017;11;0;45;0;63;6;1;NA;NA;11;7;10;0.534;0.523;978.3151443134119;2;8;1954
236646;2017;11;0;40;0;54;2;2;12000;1;11;7;10;0.267;0.338;632.2572060763542;2;12;1962
236797;2018;1;0;39;0;42;2;1;NA;NA;11;7;10;0.296;0.206;385.3401906855886;1;2;1975
237370;2017;12;0;50;0;54;4;2;12000;1;11;7;10;0.296;0.516;965.2210601639017;1;10;1963
237672;2018;1;0;40;1;43;2;NA;NA;NA;5;4;5;0.534;0.78;1459.0550909454328;1;8;1974
237837;2017;11;0;43;0;39;2;1;NA;NA;8;6;10;0.728;4.022;7523.486635618629;1;1;1978
238104;2018;1;0;40;0;59;2;1;NA;NA;8;4;7;0.534;0.32;598.5867039776134;2;12;1958
238547;2017;12;0;38;0;53;2;NA;NA;NA;11;7;10;0.296;0.205;383.4696072356586;1;2;1964
238862;2017;11;0;60;0;64;4;1;NA;NA;6;3;7;0.534;0.429;802.4803000199879;1;4;1953
238929;2017;11;0;30;0;51;2;2;12000;1;5;6;8;0.534;0.342;639.7395398760743;2;3;1966
239222;2017;12;0;38;0;59;2;1;NA;NA;5;6;8;0.728;1.841;3443.744131321207;1;4;1958
239571;2017;11;0;40;0;54;2;2;12000;1;5;4;7;0.728;0.512;957.7387263641816;2;3;1963
239737;2017;11;0;39;0;57;2;1;NA;NA;3;7;10;0.296;0.331;619.1631219268439;2;5;1960
240551;2017;12;0;40;0;50;2;2;12000;1;3;3;3;1;1.186;2218.5119716170298;2;4;1967
240666;2018;1;0;41;0;40;3;2;12000;1;12;3;10;1.145;0.864;1616.1841007395562;1;9;1977
240805;2018;1;0;40;0;31;2;2;12000;1;9;3;9;0.296;0.206;385.3401906855886;2;1;1987
240847;2017;11;0;39;0;54;2;1;12000;1;9;3;4;0.572;0.377;705.2099606236258;2;4;1963
240902;2017;11;0;39;0;49;2;2;12000;1;7;5;8;0.802;0.693;1296.314330801519;1;11;1968
241113;2018;1;0;40;0;49;2;2;99999;9;16;6;8;0.802;0.764;1429.1257557465522;1;8;1968
241119;2017;11;0;35;0;61;2;1;NA;NA;16;2;2;0.296;0.243;454.5517783330002;2;3;1956
241361;2017;12;0;38;0;49;2;3;99999;9;9;4;9;0.572;0.415;776.2921317209674;1;4;1968
241395;2017;12;0;46;0;33;2;1;NA;NA;11;7;10;0.728;0.365;682.7629592244654;2;7;1984
241854;2018;1;0;33;0;38;2;1;NA;NA;9;4;5;0.364;0.466;871.6918876673997;2;1;1980
241960;2017;12;0;70;0;54;4;1;NA;NA;3;1;1;1.145;0.505;944.6446422146712;2;10;1963
